poll_info,year,state,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,days_to_election,poll_key,Trump,Clinton,Johnson,McMullin
2012-ohio-president-romney-vs-obama,2012,ohio,49,42,7,3,15147,FOX,2012-09-16,2012-09-18,Likely Voters,1009,Live Phone,Nonpartisan,None,49,2012_15147_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,44,6,NA,15395,PPP (D)/NRDC,2012-09-14,2012-09-18,Likely Voters,2890,Automated Phone,Pollster,Dem,49,2012_15395_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,51,46,2,1,15247,Ohio Newspaper Organization/University of Cincinnati,2012-09-13,2012-09-18,Likely Voters,861,Live Phone,Nonpartisan,None,49,2012_15247_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,44,9,NA,15174,Caddell/McLaughlin (R)/Secure America Now,2012-09-13,2012-09-15,Likely Voters,600,Live Phone,Pollster,Rep,52,2012_15174_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,44,2,6,15179,YouGov,2012-09-07,2012-09-14,Likely Voters,1036,Internet,Nonpartisan,None,53,2012_15179_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,46,3,3,15017,Rasmussen,2012-09-12,2012-09-12,Likely Voters,500,Automated Phone,Nonpartisan,None,55,2012_15017_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,47,4,1,15009,ARG,2012-09-10,2012-09-12,Likely Voters,600,Live Phone,Nonpartisan,None,55,2012_15009_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,43,6,1,15030,NBC/WSJ/Marist,2012-09-09,2012-09-11,Likely Voters,979,Live Phone,Nonpartisan,None,56,2012_15030_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,45,5,NA,14939,PPP (D),2012-09-07,2012-09-09,Likely Voters,1072,Automated Phone,Pollster,Dem,58,2012_14939_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,43,10,NA,14964,Gravis Marketing,2012-09-07,2012-09-08,Likely Voters,1548,Automated Phone,Nonpartisan,None,59,2012_14964_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,44,47,10,NA,14894,Gravis Marketing,2012-09-02,2012-09-02,Registered Voters,1381,Automated Phone,Nonpartisan,None,65,2012_14894_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,44,10,NA,14834,Gravis Marketing,2012-08-27,2012-08-27,Likely Voters,1397,Automated Phone,Nonpartisan,None,71,2012_14834_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,45,NA,NA,14785,Columbus Dispatch,2012-08-15,2012-08-25,Likely Voters,1758,Mail,Nonpartisan,None,73,2012_14785_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,44,4,2,14741,Quinnipiac/NYT/CBS,2012-08-21,2012-08-21,Likely Voters,1253,Live Phone,Nonpartisan,None,77,2012_14741_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,46,2,2,14742,The Ohio Poll/University of Cincinnati,2012-08-16,2012-08-21,Likely Voters,808,Live Phone,Nonpartisan,None,77,2012_14742_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,44,46,10,NA,14667,Purple Strategies,2012-08-13,2012-08-14,Likely Voters,600,Automated Phone,Nonpartisan,None,84,2012_14667_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,45,4,6,14648,Rasmussen,2012-08-13,2012-08-13,Likely Voters,500,Automated Phone,Nonpartisan,None,85,2012_14648_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,45,6,NA,14651,PPP (D),2012-08-09,2012-08-12,Likely Voters,961,Automated Phone,Pollster,Dem,86,2012_14651_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,44,4,1,14520,Quinnipiac/NYT/CBS,2012-07-24,2012-07-30,Likely Voters,1193,Live Phone,Nonpartisan,None,99,2012_14520_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,40,10,2,14470,We Ask America,2012-07-24,2012-07-24,Likely Voters,1115,Automated Phone,Nonpartisan,None,105,2012_14470_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,43,3,9,14492,Magellan (R-Opportunity Ohio),2012-07-23,2012-07-24,Likely Voters,597,Automated Phone,Pollster,Rep,105,2012_14492_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,45,4,5,14394,Rasmussen,2012-07-18,2012-07-18,Likely Voters,500,Automated Phone,Nonpartisan,None,111,2012_14394_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,45,7,NA,14357,Purple Strategies,2012-07-09,2012-07-13,Likely Voters,600,Automated Phone,Nonpartisan,None,116,2012_14357_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,41,NA,NA,14322,Garin-Hart-Yang (D-Priorities USA),2012-06-25,2012-07-03,Likely Voters,805,Live Phone,Sponsor,Dem,126,2012_14322_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,38,12,3,14188,Quinnipiac,2012-06-19,2012-06-25,Registered Voters,1237,Live Phone,Nonpartisan,None,134,2012_14188_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,44,9,NA,14177,PPP (D),2012-06-21,2012-06-24,Likely Voters,673,Automated Phone,Pollster,Dem,135,2012_14177_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,48,8,NA,14036,Purple Strategies,2012-05-31,2012-06-05,Likely Voters,600,Automated Phone,Nonpartisan,None,154,2012_14036_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,44,46,5,6,13965,Rasmussen,2012-05-29,2012-05-29,Likely Voters,500,Automated Phone,Nonpartisan,None,161,2012_13965_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,42,8,2,13892,NBC/Marist,2012-05-17,2012-05-20,Registered Voters,1103,Live Phone,Nonpartisan,None,170,2012_13892_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,44,10,2,13724,Quinnipiac,2012-05-02,2012-05-07,Registered Voters,1069,Live Phone,Nonpartisan,None,183,2012_13724_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,43,8,NA,13708,PPP (D),2012-04-28,2012-05-06,Likely Voters,875,Automated Phone,Pollster,Dem,184,2012_13708_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,44,42,11,3,13676,Quinnipiac,2012-04-25,2012-05-01,Registered Voters,1130,Live Phone,Nonpartisan,None,189,2012_13676_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,44,7,NA,13619,Purple Strategies,2012-04-19,2012-04-23,Likely Voters,600,Automated Phone,Nonpartisan,None,197,2012_13619_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,46,42,NA,NA,13578,Rasmussen,2012-04-18,2012-04-18,Likely Voters,500,Automated Phone,Nonpartisan,None,202,2012_13578_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,39,12,3,13571,FOX,2012-04-15,2012-04-17,Registered Voters,606,Live Phone,Nonpartisan,None,203,2012_13571_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,48,40,3,8,13371,Rasmussen,2012-03-26,2012-03-26,Likely Voters,500,Automated Phone,Nonpartisan,None,225,2012_13371_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,47,41,7,2,13369,Quinnipiac,2012-03-20,2012-03-26,Registered Voters,1246,Live Phone,Nonpartisan,None,225,2012_13369_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,50,38,12,NA,13107,NBC/Marist,2012-02-29,2012-03-02,Registered Voters,1573,Live Phone,Nonpartisan,None,249,2012_13107_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,38,44,9,2,13147,FOX,2012-02-11,2012-02-13,Likely Voters,505,Automated Phone,Nonpartisan,None,267,2012_13147_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,46,44,7,1,13148,Quinnipiac,2012-02-07,2012-02-12,Registered Voters,1421,Live Phone,Nonpartisan,None,268,2012_13148_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,45,41,4,10,12834,Rasmussen,2012-02-08,2012-02-08,Likely Voters,500,Automated Phone,Nonpartisan,None,272,2012_12834_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,49,42,9,NA,12696,PPP (D),2012-01-28,2012-01-29,Likely Voters,820,Automated Phone,Pollster,Dem,282,2012_12696_ohio,NA,NA,NA,NA
2012-ohio-president-romney-vs-obama,2012,ohio,44,42,8,3,12500,Quinnipiac,2012-01-09,2012-01-16,Registered Voters,1610,Live Phone,Nonpartisan,None,295,2012_12500_ohio,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,50,4,NA,16621,Gravis Marketing,2012-11-04,2012-11-04,Likely Voters,1130,Automated Phone,Nonpartisan,None,2,2012_16621_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,49,49,1,NA,16613,PPP (D),2012-11-03,2012-11-04,Likely Voters,926,Automated Phone,Pollster,Dem,2,2012_16613_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,49,3,1,16572,YouGov,2012-10-31,2012-11-03,Likely Voters,1500,Internet,Nonpartisan,None,3,2012_16572_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,49,49,1,NA,16377,PPP (D),2012-10-29,2012-10-31,Likely Voters,730,Automated Phone,Pollster,Dem,6,2012_16377_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,45,46,9,NA,16426,High Point University,2012-10-22,2012-10-30,Registered Voters,403,Live Phone,Nonpartisan,None,7,2012_16426_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,45,50,3,2,16356,SurveyUSA,2012-10-27,2012-10-29,Likely Voters,682,IVR/Online,Nonpartisan,None,8,2012_16356_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,45,45,9,NA,16267,Elon,2012-10-21,2012-10-26,Likely Voters,1238,Live Phone,Nonpartisan,None,11,2012_16267_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,52,1,1,16217,Rasmussen,2012-10-25,2012-10-25,Likely Voters,500,Automated Phone,Nonpartisan,None,12,2012_16217_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,48,4,NA,16162,PPP (D),2012-10-23,2012-10-25,Likely Voters,880,Automated Phone,Pollster,Dem,12,2012_16162_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,45,53,3,NA,16198,Gravis Marketing,2012-10-24,2012-10-24,Likely Voters,1723,Automated Phone,Nonpartisan,None,13,2012_16198_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,44,7,2,16232,Grove Insight (D-Project New America),2012-10-23,2012-10-24,Likely Voters,500,Live Phone,Pollster,Dem,13,2012_16232_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,48,5,NA,16195,Civitas (R) / National Research (R),2012-10-20,2012-10-21,Likely Voters,600,Live Phone,Pollster,Rep,16,2012_16195_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,44,NA,NA,15957,Grove Insight (D-Project New America),2012-10-17,2012-10-18,Likely Voters,500,Live Phone,Pollster,Dem,19,2012_15957_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,52,1,NA,15918,Rasmussen,2012-10-17,2012-10-17,Likely Voters,500,Automated Phone,Nonpartisan,None,20,2012_15918_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,49,4,NA,15775,PPP (D),2012-10-12,2012-10-14,Likely Voters,1084,Automated Phone,Pollster,Dem,23,2012_15775_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,45,49,NA,NA,15986,Tel Opinion Research (R-North Carolina Republican Party),2012-10-12,2012-10-13,Likely Voters,600,Live Phone,Sponsor,Rep,24,2012_15986_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,49,2,1,15843,YouGov,2012-10-04,2012-10-11,Likely Voters,810,Internet,Nonpartisan,None,26,2012_15843_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,45,7,2,15757,High Point University/UNC,2012-09-29,2012-10-10,Registered Voters,605,Live Phone,Nonpartisan,None,27,2012_15757_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,51,1,1,15701,Rasmussen,2012-10-09,2012-10-09,Likely Voters,500,Automated Phone,Nonpartisan,None,28,2012_15701_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,41,50,9,NA,15630,Gravis Marketing,2012-10-06,2012-10-08,Likely Voters,1325,Automated Phone,Nonpartisan,None,29,2012_15630_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,51,1,1,15490,Rasmussen,2012-10-02,2012-10-02,Likely Voters,500,Automated Phone,Nonpartisan,None,35,2012_15490_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,49,47,2,2,15477,SurveyUSA,2012-09-29,2012-10-01,Likely Voters,573,IVR/Online,Nonpartisan,None,36,2012_15477_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,50,3,1,15433,ARG,2012-09-28,2012-09-30,Likely Voters,600,Live Phone,Nonpartisan,None,37,2012_15433_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,48,4,NA,15416,PPP (D),2012-09-27,2012-09-30,Likely Voters,981,Automated Phone,Pollster,Dem,37,2012_15416_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,46,5,1,15369,NBC/WSJ/Marist,2012-09-23,2012-09-25,Likely Voters,1035,Live Phone,Nonpartisan,None,42,2012_15369_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,49,45,7,NA,15268,Civitas (R) / National Research (R),2012-09-18,2012-09-19,Registered Voters,600,Live Phone,Pollster,Rep,48,2012_15268_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,46,6,NA,15205,Purple Strategies,2012-09-15,2012-09-19,Likely Voters,600,IVR/Online,Nonpartisan,None,48,2012_15205_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,43,9,3,15198,High Point University/Fox 8,2012-09-08,2012-09-18,Registered Voters,448,Live Phone,Nonpartisan,None,49,2012_15198_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,48,4,2,15154,YouGov,2012-09-07,2012-09-14,Likely Voters,1060,Internet,Nonpartisan,None,53,2012_15154_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,45,51,3,1,15034,Rasmussen,2012-09-13,2012-09-13,Likely Voters,500,Automated Phone,Nonpartisan,None,54,2012_15034_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,49,48,3,NA,14940,PPP (D),2012-09-07,2012-09-09,Likely Voters,1087,Automated Phone,Pollster,Dem,58,2012_14940_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,43,53,1,3,14948,Civitas (R) / SurveyUSA,2012-09-04,2012-09-06,Registered Voters,500,Automated Phone,Pollster,Rep,61,2012_14948_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,48,4,NA,14869,PPP (D),2012-08-31,2012-09-02,Likely Voters,1012,Automated Phone,Pollster,Dem,65,2012_14869_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,43,46,6,5,14876,High Point University/SurveyUSA,2012-08-26,2012-08-30,Registered Voters,543,IVR/Online,Nonpartisan,None,68,2012_14876_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,43,47,6,3,14878,Elon,2012-08-25,2012-08-30,Likely Voters,1089,Live Phone,Nonpartisan,None,68,2012_14878_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,48,3,1,14801,CNN/Time/ORC,2012-08-22,2012-08-26,Likely Voters,766,Live Phone,Nonpartisan,None,72,2012_14801_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,43,43,8,6,14796,High Point University/SurveyUSA,2012-08-18,2012-08-23,Registered Voters,540,IVR/Online,Nonpartisan,None,75,2012_14796_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,49,46,5,NA,14578,PPP (D),2012-08-02,2012-08-05,Likely Voters,813,Automated Phone,Pollster,Dem,93,2012_14578_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,44,49,4,3,14549,Rasmussen,2012-08-01,2012-08-01,Likely Voters,500,Automated Phone,Nonpartisan,None,97,2012_14549_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,49,3,NA,14405,Civitas (R) / National Research (R),2012-07-16,2012-07-18,Registered Voters,600,Live Phone,Pollster,Rep,111,2012_14405_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,46,6,NA,14285,PPP (D),2012-07-05,2012-07-08,Registered Voters,775,Automated Phone,Pollster,Dem,121,2012_14285_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,49,3,NA,14326,Project New America/Myers (D),2012-07-01,2012-07-08,Likely Voters,500,Live Phone,Pollster,Dem,121,2012_14326_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,45,50,2,3,14242,Civitas (R) / SurveyUSA,2012-06-29,2012-07-01,Registered Voters,558,Automated Phone,Pollster,Rep,128,2012_14242_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,44,47,6,3,14178,Rasmussen,2012-06-25,2012-06-25,Likely Voters,500,Automated Phone,Nonpartisan,None,134,2012_14178_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,44,9,1,14206,NBC/Marist,2012-06-24,2012-06-25,Registered Voters,1019,Live Phone,Nonpartisan,None,134,2012_14206_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,48,6,NA,14073,PPP (D),2012-06-07,2012-06-10,Likely Voters,810,Automated Phone,Pollster,Dem,149,2012_14073_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,44,45,6,4,13870,SurveyUSA,2012-05-18,2012-05-21,Likely Voters,524,IVR/Online,Nonpartisan,None,169,2012_13870_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,45,47,6,NA,13895,Civitas (R) / National Research (R),2012-05-19,2012-05-20,Registered Voters,600,Live Phone,Pollster,Rep,170,2012_13895_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,43,51,4,2,13810,Rasmussen,2012-05-14,2012-05-14,Likely Voters,500,Automated Phone,Nonpartisan,None,176,2012_13810_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,48,47,5,NA,13811,PPP (D),2012-05-10,2012-05-13,Likely Voters,666,Automated Phone,Pollster,Dem,177,2012_13811_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,43,9,NA,13661,SurveyUSA,2012-04-26,2012-04-30,Registered Voters,1636,IVR/Online,Nonpartisan,None,190,2012_13661_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,44,46,6,4,13523,Rasmussen,2012-04-10,2012-04-10,Likely Voters,500,Automated Phone,Nonpartisan,None,210,2012_13523_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,49,44,8,NA,13503,PPP (D),2012-04-04,2012-04-07,Likely Voters,975,Automated Phone,Pollster,Dem,213,2012_13503_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,49,46,5,NA,13250,PPP (D),2012-03-08,2012-03-11,Registered Voters,804,Automated Phone,Pollster,Dem,240,2012_13250_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,47,46,7,NA,12820,PPP (D),2012-02-03,2012-02-05,Likely Voters,1052,Automated Phone,Pollster,Dem,275,2012_12820_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,39,48,11,NA,12670,Civitas (R) / National Research (R),2012-01-09,2012-01-11,Registered Voters,300,Live Phone,Pollster,Rep,300,2012_12670_north-carolina,NA,NA,NA,NA
2012-north-carolina-president-romney-vs-obama,2012,north-carolina,46,45,9,NA,12446,PPP (D),2012-01-05,2012-01-08,Registered Voters,780,Automated Phone,Pollster,Dem,303,2012_12446_north-carolina,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,49,43,3,5,16597,YouGov,2012-10-31,2012-11-03,Likely Voters,650,Internet,Nonpartisan,None,3,2012_16597_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,49,41,NA,6,16545,POS (R-Wilson),2012-10-30,2012-10-31,Likely Voters,500,Live Phone,Sponsor,Rep,6,2012_16545_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,47,42,NA,6,16335,POS (R-Wilson),2012-10-21,2012-10-22,Likely Voters,500,Live Phone,Sponsor,Rep,15,2012_16335_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,49,39,5,6,15798,Albuquerque Journal,2012-10-09,2012-10-10,Likely Voters,658,Live Phone,Nonpartisan,None,27,2012_15798_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,54,43,2,2,15647,Rasmussen,2012-10-08,2012-10-08,Likely Voters,500,Automated Phone,Nonpartisan,None,29,2012_15647_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,52,43,5,NA,16662,PPP (D-League of Conservation Voters),2012-10-02,2012-10-03,Likely Voters,778,Automated Phone,Sponsor,Dem,34,2012_16662_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,51,40,2,6,15451,Rasmussen,2012-09-27,2012-09-27,Likely Voters,500,Automated Phone,Nonpartisan,None,40,2012_15451_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,51,41,5,4,15446,We Ask America,2012-09-25,2012-09-27,Likely Voters,1258,Automated Phone,Nonpartisan,None,40,2012_15446_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,47,40,NA,9,15401,POS (R-Wilson),2012-09-25,2012-09-27,Likely Voters,500,Live Phone,Sponsor,Rep,40,2012_15401_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,52,43,6,NA,15397,PPP (D)/NRDC,2012-09-17,2012-09-20,Likely Voters,3111,Automated Phone,Pollster,Dem,47,2012_15397_new-mexico,NA,NA,NA,NA
2012-new-mexico-president-romney-vs-obama,2012,new-mexico,51,43,1,4,15194,YouGov,2012-09-07,2012-09-14,Likely Voters,293,Internet,Nonpartisan,None,53,2012_15194_new-mexico,NA,NA,NA,NA
